23,SOBEBDG12A58A76D60,239740,b'All The Good Times',ARI3BMM1187FB4255E,38.8991,b'Washington',-77.029,b'Alice Stuart',0,220.78649,11,0.809,110.382,1,0.192,b'Kassie Jones',0
24,SOZCTXZ12AB0182364,386995,b'Un cafe_ setanta matins',AR5KOSW1187FB35FF4,49.80388,b'Dubai UAE',15.47491,b'Elena',0,269.58322,2,0.596,111.874,4,1,b'Setanta matins',0
25,SOBBUGU12A8C13E95D,223365,b'Miss Machine',ARMAC4T1187FB3FA4C,40.82624,b'Morris Plains NJ',-74.47995,b'The Dillinger Escape Plan',0,207.77751,7,0.381,166.862,4,0,b'Setting Fire to Sleeping Giants',2004
26,SOBLGCN12AB0183212,652784,b'Sue Thompson - Her Very Best',AR47JEX1187B995D81,37.83721,b'Nevada MO',-94.35868,b'SUE THOMPSON',0,124.86485,10,0.697,137.522,4,0,b'James (Hold The Ladder Steady)',1985
27,SOPSWQW12A6D4F8781,45730,b'Live',ARGIWFO1187B9B55B7,,b'',,b'Five Bolt Main',0,225.09669,7,0.53,164.672,1,0,b'Made Like This (Live)',0
28,SOZQDIU12A58A7BCF6,672016,b'Strictly Confidential',ARNTLGG11E2835DDB9,,b'',,b'Clp',0,338.31138,6,0.687,125.006,4,1,b'Superconfidential',0
29,SONYPOM12A8C13B2D7,160881,b'The Real Twang Thang',ARDNS031187B9924F0,32.67828,b'Georgia',-83.22295,b'Tim Wilson',0,186.48771,5,0.762,90.022,1,0.971,b'I Think My Wife Is Running Around On Me (Taco Hell)',2005
30,SOBZBAZ12A6D4F8742,59744,"""bWillie Bobo's Finest Hour""""""""""",AROUOZZ1187B9ABE51,40.79195,b'New York NY [Spanish Harlem]',-73.94512,b'Willie Bobo',0,168.25424,8,0.812,127.025,4,0.792,b'Spanish Grease',1997
31,SOVYKGO12AB0187199,373723,b'Shake A Hand',ARH4Z031187B9A71F2,40.73197,b'Newark NJ',-74.17418,b'Faye Adams',0,156.39465,8,0.569,95.957,3,0.689,b'Crazy Mixed Up World',1961
32,SOGNCJP12A58A80271,228326,b'Occasional Rain',ARB29H41187B98F0EF,41.88415,b'Chicago',-87.63241,b'Terry Callier',0,342.56934,6,0.381,110.189,3,0.353,b'Do You Finally Need A Friend',1972
33,SOLLHMX12AB01846DC,463514,b'The Emperor Falls',AR1Y2PT1187FB5B9CE,27.94017,b'Brandon',-82.32547,b'John Wesley',0,484.62322,4,0.283,138.007,4,0.893,b'The Emperor Falls',0
34,SOYTPEP12AB0180E7B,643400,b'Best of The Shangri-Las',ARAJPHH1187FB5566A,40.7038,b'Queens NY',-73.83168,b'The Shangri-Las',0,164.80608,10,0.254,130.1,1,0,b'Twist and Shout',1964
35,SOGXHEG12AB018653E,663761,b'20 Of Her Best',AR0RCMP1187FB3F427,30.08615,b'Beaumont TX',-94.10158,b'Billie Jo Spears',0,133.32853,4,0.384,160.839,1,0,b'It Makes No Difference Now',1992
36,SOOLYAZ12A6701F4A6,12882,b'Who Is Mike Jones?',AREBBGV1187FB523D2,,b'Houston TX',,"""bMike Jones (Featuring CJ_ Mello & Lil' Bran)""""""""""",0,173.66159,7,0.299,41.993,1,0,b'Laws Patrolling (Album Version)',0
37,SOGOSOV12AF72A285E,270281,b'Tibiri Tabara',ARGUVEV1187B98BA17,,b'',,b'Sierra Maestra',0,313.12934,9,0.724,189.646,3,0.674,b'\xc2\xbfD\xc3\xb3nde va Chichi?',1997
38,SOJXVAH12A8C139700,244586,b'Piouhgd + Widowermaker!',ARPQ4Z01187FB3A736,29.42449,b'San Antonio TX',-98.49462,b'Butthole Surfers',0,450.84689,4,0.726,130.586,4,0.42,"""b'Barking Dogs (From Piouhgd"""")'""""""",0
39,SOVXMTN12A8C135A18,157648,b'Profities',ARNQAVF11F4C844C04,,b'',,b'Despina Vandi',0,303.09832,8,0.532,128.292,4,0.83,b'OUTE ENA EFHARISTO',0
40,SORSECL12AB0182267,644631,b'Cracks',ARXUT4W1187FB48BEB,,b'',,b'Javier Navarrete',0,128.83546,3,0,90.932,3,1,b'Midnight Swim',0
41,SOOGFBZ12AC3DF7FF2,730551,b'Pieces Of Time',ARDD1RC1187B9B52B4,,b'',,b'Jacob Young',0,456.30649,1,0.611,89.667,4,0.747,b'In A Subtle Way',0
42,SOMSBGZ12AB018C4CB,709879,b'The Palest Grey',ARLGWFM1187FB4AC9F,34.05349,b'California - LA',-118.24532,"""bScarlet's Remains""""""""""",0,198.73914,7,0.673,115.061,4,0.731,b'Spin',2007
43,SONYRZV12AB018AF70,706005,b'A Match & Some Gasoline',ARWYVP51187B98C516,42.33168,b'Detroit MI',-83.04792,b'The Suicide Machines',0,95.68608,2,0.421,115.887,4,0.744,b'Burning In The Aftermath',2003
44,SONQBUB12A6D4F8ED0,42595,"""bJump Back - The Best Of The Rolling Stones_ '71-'93""""""""""",ARFCUN31187B9AD578,51.50632,b'London England',-0.12714,b'The Rolling Stones',0,271.49016,9,0.301,139.333,1,0,b'Angie (1993 Digital Remaster)',0
45,SOHGKJW12AC468A8BD,782470,b'Lo Mejor con La Orq. Broadway',AR6YDKV1187B989230,,b'',,b'Roberto Torres',0,226.66404,0,0.863,117.271,4,0.453,b'Sabor Guajiro',0
46,SOINBCU12A6D4F94C0,28723,b'Grown Man',ARV1JVD1187B9AD195,35.91463,b'Chapel Hill NC',-79.05661,b'Loudon Wainwright III',0,190.48444,3,0.544,102.428,4,0.496,b'Human Cannonball',1995
47,SOTWVQT12A58A79650,557761,b'A Bothered Mind',AR7TTS41187B9B42D3,34.36401,b'Oxford MS',-89.51877,b'R.L. Burnside',0,277.78567,2,0,89.984,4,0,b'Glory Be',2004
48,SOTSEJY12AB0180F56,417945,b'Greatest Hits',ART3O5Z1187B9AB043,32.77815,b'Dallas TX',-96.7954,b'Stevie Ray Vaughan',0,248.78975,1,0.754,116.721,4,0.522,b'Crossfire',1992
49,SOTSETT12AB01863B8,575531,b'Bluesman',AR5U94U1187FB5CDCF,,b'',,b'John Hammond',0,195.3171,7,0.98,123.142,4,0.678,"""bI Can't Be Satisfied""""""""""",2002
50,SOTUNMH12A6D4FA3E6,234425,b'Etiquette',ARRJNTE1187FB44E12,,b'',,b'Casiotone For The Painfully Alone',0,175.72526,0,0.522,141.919,4,0.445,b'Nashville Parthenon',2006
51,SOEPPKB12AB018418B,505301,b'Ec8or',AR6IRG41187B9A4D98,52.51607,b'Berlin Germany',13.37698,b'Ec8or',0,217.23383,10,0.005,95.596,4,1,b'Cocain Ducks',1995
52,SOGKIWV12A6D4F86C4,74655,b'Too Much Too Soon',ARS1OWB1187B99EEAD,,b'New York NY',,b'The New York Dolls',0,344.05832,11,0.425,154.953,1,0,b'Human Being',1974
53,SOPHYIS12AAF3B35A3,322532,b'Bossa Nova Stories',ARGMXQW1187FB54C34,-23.56287,b'Sao Paulo Brazil',-46.65466,b'Eliane Elias',0,251.42812,7,0.391,86.091,5,0.551,b'The More I See You',2009
54,SOFHBAR12A6701D0FE,14592,b'Love_ Peace & Nappiness',AROEL1B1187B988B90,,b'South Jamaica Queens',,b'Lost Boyz',0,269.7922,7,0.715,90.218,4,1,b'Certain Things We Do',1997
55,SOCPRKM12AB018A2FD,515081,b'Germicide',AR8W8DN1187FB35ED0,34.05349,b'Los Angeles CA',-118.24532,b'The Germs',0,206.05342,11,0.641,133.144,1,0,b'Forming',1977
56,SOFGHAM12AB0186412,765750,b'Mafu\xc3\xa1',ARUWLCL1187FB549B8,,b'',,b'Yamandu Costa',0,190.04036,2,0.105,205.317,4,0,b'Mafu\xc3\xa1',0
57,SODHVES12A6701CE6B,17220,b'The Road To Hell Part 2',AR3793X1187FB50CB3,,b'Middlesbrough England',,b'Chris Rea',0,241.162,9,0.222,180.149,4,0,b'Driving Home For Christmas',1986
58,SOXIATP12AAF3B2184,617077,b'Vanguard Visionaries',ARINEWW1187FB5577E,,b'',,b'Perrey And Kingsley',0,122.64444,0,0.61,102.538,4,0.869,b'Spooks In Space',1966
59,SOGNQWU12A8AE4868F,278999,b'Be Yourself Tonight',ARDGB6U1187FB3AD07,51.50632,b'London England',-0.12714,b'Eurythmics',0,207.0722,0,0.442,84.164,4,0.853,b'Tous Les Gar\xc3\xa7ons Et Les Filles',1985
60,SOYQOFI12A6D4F76E1,19601,b'Hometown 2001',AR2J2WF1187FB46271,54.48303,b'Egremont Cumbria England',-3.53444,b'Francis Dunnery',0,300.79955,7,0.666,124.175,4,0.698,b'Too Much Saturn',1995
61,SOVOLGY12A6D4F822B,38599,b'Eat / Kiss: Music For The Films By Andy Warhol',ARUI8651187B9ACF52,,b'Garnant Wales',,b'John Cale',0,228.46649,7,0.458,137.004,1,0,b'Movement 4 [from Kiss] (Album Version)',1997
62,SOMZCVH12AB0182B8E,619882,b'The Ultimate Most Relaxing New Age Piano in the Universe',AR89DTT1187B9A7ED5,37.77916,b'California - SF',-122.42005,b'Suzanne Ciani',0,239.59465,7,0.527,106.33,4,0.526,b'Stream',0
63,SONXJBL12AAF3B2C0C,618615,b'Classic Gold: Best of All',ARMD0G81187B99A519,,b'',,b'Vickie Winans',0,228.93669,11,0.172,107.961,4,1,b'Make Me Over',0
64,SOYWZTU12AB0180E26,681639,b'The Berzerker',AR0VZWC1187B99BA57,-37.81753,b'Melbourne Australia',144.96715,b'The Berzerker',0,165.61587,1,0.108,174.287,3,0.132,b'Deform (live)',2000
65,SOLGHDZ12AB0183B11,449471,b'Holy Roller Novocaine',ARF2EHS1187B994F4E,36.16778,b'Nashville Tennessee',-86.77836,b'Kings Of Leon',0,187.92444,0,0.612,116.823,4,0.347,b'Wicker Chair',2003
66,SOTNTNJ12AAA15FBD6,321356,b'Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel)',ARZKRD01187FB45FD2,,b'',,b'Edith Lefel',0,276.50567,0,0.29,101.972,4,1,"""bAn ti chans'""""""""""",0
67,SOXZXXV12AAF3B3A67,530141,b'I Will Love Again',ARK4H5K1187B992F74,,b'',,b'Taras',0,200.25424,11,0.056,127.97,4,0,"""bI Will Love Again (JJ's Club Radio)""""""""""",0
68,SOPIKEG12A58291636,104765,b'White Trash ......',AR06EB01187FB40150,,b'Berkeley CA',,b'NOFX',0,144.50893,4,0.093,152.622,4,0.358,b'Stickin In My Eye',1992
69,SOIRNBO12AC468D207,695158,b'Murskapunkkia',ARKPDBH1242077DEB1,,b'',,b'Murskahumppa',0,285.17832,7,0.379,110.787,3,1,b'Ota kiinni',0
70,SOSBDSF12AB0189007,509770,b'Canci\xc3\xb3n Animal',ARBJSO81187B9BA09B,,b'',,b'Soda Stereo',0,246.69995,7,0.161,112.903,4,1,b'Entre Can\xc3\xadbales',1990
71,SOIJXXM12A8C1416D6,223779,b'The Man from Snowy River',ARRC2JF1187B9B6A93,-24.9162,b'AUSTRALIA',133.39311,b'Bruce Rowland',0,84.03546,7,0.469,115.642,4,0.44,b'Rosemary Recalls',1985
72,SOHMMMC12AB0181C42,466577,b'One World One People',ARNIFX51187FB418EA,,b'',,b'Xcultures',0,273.52771,1,0.652,125.013,4,1,b'Sudanese Dance',2000
73,SOVJXVJ12A8C13517D,148547,b'Tales Of Wonder',ARCCRTI11F4C845308,,b'',,b'White Heart',0,298.84036,5,0.596,113.277,4,0.872,b'Where The Thunder Roars (Tales Of Wonder Album Version)',0
74,SOFZCTA12AB0188D8F,423012,b'Waterbed Hev',ARNVH8S1187FB52F86,18.11526,b'Jamaica West Indies',-77.27348,b'Heavy D / McGruff',0,161.38404,5,0.665,96.979,4,0.895,b'Wanna Be A Player',1997
75,SOLRYQR12A670215BF,7133,b'The Best Of Both Worlds',ARNLO5S1187B9B80CC,,b'Pasadena CA',,b'Van Halen',0,209.29261,8,0.455,140.995,1,0.41,b'Panama (Remastered Album Version)',0
76,SOCHRXB12A8AE48069,358442,b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness',ARTDQRC1187FB4EFD4,,b'Los Angeles CA',,b'Black Eyed Peas',0,229.61587,11,0.205,105.206,4,1,"""bLet's Get It Started""""""""""",2004
77,SOKBBXO12A6701DEA0,15567,b'Things Falling Apart',ARK9TRQ1187B99C095,41.50471,b'Cleveland OH',-81.69074,b'Nine Inch Nails',0,426.89261,0,0.05,63.017,4,0.378,b'Metal',2000
78,SOWHYUG12A58A77FAB,413222,b'Your Funeral... My Trial (2009 Digital Remaster)',ARODBRG1187FB3FD99,,b'',,b'Nick Cave & The Bad Seeds',0,269.26975,9,0.052,144.603,4,0,b'She Fell Away (2009 Digital Remaster)',0
79,SOYSTDI12A6D4F6500,80578,b'Oasis of Love',ARMBYRO1187FB57419,,b'',,b'Nadine Renee',0,249.41669,2,0.883,167.92,4,0.75,b'Next Time',0
80,SOOOROX12A6D4F8400,26902,"""b60's Triple set""""""""""",ARWY7I71187FB36C3D,40.71455,b'New York NY',-74.00712,b'Lesley Gore',0,136.48934,9,0.386,129.122,1,0,"""bIt's My Party""""""""""",1963
81,SONSPZE12AB01819CE,633532,b'Yeah.  Well_ Anyway....',AR6Y22S1187B99906F,,b'',,b'Smartbomb',0,233.27302,0,0.53,132.022,4,0.782,b'Complicate It',2001
82,SOHWGFU12AB017B036,435830,b'Un Titre de Toune',ARI5P4N1187FB3F44D,,b'Minnesota',,b'Suburbs',0,187.24526,1,0.842,183.92,1,0.063,b'Monde De Fou',2005
83,SOQQVQJ12AB0185192,495734,b'Live Inferno',ARYPWUK1187B98ACED,64.55653,b'Norway',12.66538,b'Emperor',0,72.61995,9,0,89.867,4,0.476,b'Opus a Satana (Part 2)',0
84,SODRHHD12AB0189F2A,664484,b'Vendredi 13 - 1981',ARW63KF1187B98AC48,46.71067,b'FR',1.71819,b'Julien Clerc',0,272.63955,2,0.633,119.896,5,0.921,b'This Melody (Live)',0
85,SOQGFVO12A8C13C8C3,112851,b'Unconditional Love',AR8H87D1187FB3A841,34.03142,b'Delight AR',-93.50243,b'Glen Campbell',0,142.75873,1,0.62,137.29,4,0,"""bI'm Gone This Time""""""""""",0
86,SORABMD12A8C136672,200689,b'The Very Best Of',ARLWR721187B9A03C9,35.82213,b'Humboldt TN',-88.91599,b'T.G. Sheppard',0,194.11546,5,1,82.343,1,0.387,b'You Feel Good All Over',2002
87,SOTUBVH12AB018D2EC,682725,b'Country Lovers. Vol. 3',ARF4V431187FB3AA41,27.94653,b'Tampa FL',-82.45927,b'Slim Whitman',0,195.91791,3,0.883,91.487,4,0,b'Indian Love Call',1990
88,SOMQAGT12A8C132DB4,287804,b'Affirmation',ARBGWMW1187B9AEA3E,,b'CA',,b'Savage Garden',0,118.33424,9,0,84.69,5,0.678,b'You Can Still Be Free',1999
89,SOKLLOH12A67020F2C,220917,b'Lullabies To Paralyze',AR6G4V01187B9AD086,,b'',,b'Queens Of The Stone Age',0,288.41751,2,0.08,115.606,4,0,b'I Never Came',2005
90,SONRLQH12AB017C232,629785,"""bIt's War Again""""""""""",ARVQ4QM1187B98AD95,33.52029,b'Birmingham AL',-86.8115,b'Hank Penny & The Lincoln Penny Orchestra',0,123.21914,7,0.278,126.523,1,0,b'Dixie',0
91,SODDZAD12A6701DC4C,11305,b'The Singles',AR9AM2N1187B9AD2F1,53.4796,b'Manchester England',-2.24881,b'Inspiral Carpets',0,283.76771,2,0.823,113.677,4,1,b'Commercial Reign',1990
92,SORENXV12A6701F61F,4967,b'What You Thought You Heard',AR9XEVF1187B99D017,,b'',,b'Borialis',0,239.3073,2,0.569,86.938,4,0.222,b'Hourglass',0
93,SOYMMDY12AB01825B2,325335,"""bDaddy Don't Disco""""""""""",ARCFOZ71187FB43A0D,,b'',,b'The Dirty Skirts',0,206.75873,0,0.613,141.936,4,0.634,b'Wake',0
94,SOJWQIP12A6D4F710A,82932,b'15 Exitos Vol. 2 Flor Silvestre',ARHFEBO11F50C4825A,,b'',,b'Flor Silvestre',0,134.81751,11,0.847,106.049,1,0,b'Caricia Y Herida',0
95,SOOVOKS12AB017EE57,401583,b'Le top du p\xc3\xa8re N\xc3\xb6el',AR107SB1187B9A79F9,,b'B\xc3\xa9zu comme Superdupont ne connait qu&#039;un pays : la France !',,b'B\xc3\xa9zu',0,285.64853,8,0.508,126.88,4,0,b'Le tortillard',0
96,SORWHWY12A6702038E,8552,b'Malpractice',ARXWAQQ1187B9AE954,,b'Newark NJ',,b'Redman',0,124.18567,1,0.074,85.008,5,1,b'WKYA (drop)',2001
97,SOGYYLE12A8C13E5EA,217058,b'20 Suosikkia / Rilluttele y\xc3\xb6',ARL6XZC1187FB3936E,,b'',,b'Solistiyhtye Suomi',0,134.08608,4,0.718,133.699,1,0,b'Ter\xc3\xa4slintu',0
98,SOITUXQ12AB0183AE9,489673,b'The Fabulous Eddie Cantor',ARSDSMG1187B98CB59,40.71455,b'New York NY',-74.00712,b'Eddie Cantor',0,155.61098,11,0.599,118.975,1,0.003,"""bNow's The Time To Fall In Love""""""""""",0
99,SOTWEZZ12A8C142B60,475992,b'Grim Prospects Remixes - Grim Prospects Will Never End',AR3WMW01187B9921F7,,b'',,b'Schizoid',0,275.40853,9,0.376,102.408,4,0.395,b'Grim Prospects (Gross Prospects - Bad Trip Remix)',0
100,SOUVRGZ12A58A77F90,495041,b'The Incredible Kai Winding Trombones',AR3C3C01187B98E800,56.153,b'Aarhus Denmark',10.20452,b'Kai Winding',0,223.4771,0,0,112.006,4,0.844,b'Mangos',1961
101,SOBLTSM12A6D4F9EEA,225610,b'Staying on the Watch',ARDD9UN1187B98D3A7,31.84666,b'Sicily Island LA',-91.657,b'Sonny Simmons',0,443.24526,1,0,45.527,4,0,b'A Distant Voice',0
102,SOUQVUD12A8C142DCE,473710,b'Openbare Weg',ARJGNV61187B98F3B5,,b'Tallahassee FL',,b'Mira',0,177.81506,4,0.695,85.621,4,0.612,b'Openbare Weg',2006
103,SOCRPDR12AB0185B75,710902,b'Tip World Singles 2000',ARSVI4L1187B996181,,b'',,b'Citizen Kaned',0,385.33179,8,0.822,108.061,4,1,b'President Johnson',2000
104,SOXVBVL12AF72A600C,341940,b'Praise Him...Live!',ARVJ0JK1187B98C9C0,,b'',,b'The Brooklyn Tabernacle Choir',0,324.44036,7,0.558,216.195,5,1,b'Lead Me Lord',1995
105,SOIQHDR12AB01896C8,766444,b'Spontanous Combustion',AR4PCIG1187B98D07D,36.16778,b'Nashville TN',-86.77836,b'Ellen McIlwaine',0,275.12118,7,0.699,132.428,4,0.281,b'Spontanous Combustion',0
106,SODLSHA12AAF3B29F2,432406,b'From All Sides',AR1RHCO1187B9AF0BF,37.77916,b'San Francisco CA',-122.42005,b'Vince Guaraldi / Bola Sete',0,294.66077,5,0.238,168.307,4,0,b'Choro',0
107,SOAGHMH12AB0180285,546663,b'Maurice Chevalier  The Essential Collection Vol 1',AR1X2H01187B98CCF2,,b'Menilmontant France',,b'Maurice Chevalier',0,193.20118,0,0.371,140.956,7,0.866,b'Ma Louise',0
108,SORAVUP12AB018556E,548374,b'Dave Pearce Best of the Dance Years 1988 - 1992',ARBQBZV1187B99D29E,,b'',,b'Carl Cox Vs Yousef',0,357.82485,1,0.485,130.016,5,1,b'I Want You (Forever)',1991
109,SOFXNQP12AB0184F1A,704183,b'The Equinox',AR9ODB41187FB459B2,,b'SPRINGFIELD Virginia',,b'Organized Konfusion',0,198.3473,11,0.306,175.769,4,0.7,b'Hate',1997
110,SOGQTRZ12A8C13C8B0,307618,b'Timeless',ARF3GX71187FB3EB66,,b'Medicine Lodge KS',,b'Martina McBride',0,261.95546,7,0.96,100.194,3,1,"""bI Can't Stop Loving You""""""""""",2005
111,SOBHVZQ12AC9618285,784530,b'Feel Good All Over: Anthology 1970-1976',AR3PN3R1187FB4CEBD,18.01571,b'Kingston Jamaica',-76.79731,b'Horace Andy',0,176.27383,2,0.171,151.911,4,0.231,b'Thank You Lord',1985
112,SOYPBCY12AB0181EF3,534470,b'13th And Pine',ARYWCFZ11E2835CFDD,,b'',,b'Nazz',0,220.89098,9,0.606,119.691,4,0.491,b'How Can You Call That Beautiful (Stewkey Vocal)',0
113,SOWRLSY12AC4687694,599659,b'Call Tyrone',ARUT16P1187FB532A4,33.39847,b'Greenville MS',-91.03786,b'Tyrone Davis',0,235.91138,10,0.46,161.976,4,0.696,"""bCheatin' In The Next Room""""""""""",0
114,SOOGQWR12A8C142505,372122,b'Final Vinyl',AREOGMA1187B9908EF,37.77916,b'San Francisco CA',-122.42005,b'Hot Tuna',0,239.59465,0,0.601,172.398,1,0,b'Candy Man',1971
115,SOJDYQY12AB0188C97,577023,b'Fifteen Poems By Dylan Thomas',AR4ABL21187FB3913A,40.99471,b'Pennsylvania',-77.60454,b'Richard Burton',0,171.49342,2,0.45,109.823,3,0.659,b'I See The Boys Of Summer',0
116,SOBHQUF12AB018B03E,572855,b'The Early Tapes 1975-1976',AR8YV1I1187FB45D2B,40.71455,b'New York NY',-74.00712,b'Rory Block',0,266.05669,1,0.936,90.101,1,0,b'Three Is a Crowd',0
117,SOFRAZJ12A8C143CDB,523481,b'Legacy',ARR9XGB1187B9912E6,,b'Philadelphia PA',,b'Boyz II Men',0,329.27302,8,0.497,116.473,4,1,b'On Bended Knee',1994
118,SONNDHT12A8C13F20B,219943,b'Louie Bluie Film Soundtrack',ARBKUS51187B98A3AC,35.4948,b'Dayton TN',-85.01235,b'Howard Armstrong',0,198.922,9,0,126.821,4,0,b'My Four Reasons',0
119,SOYZOXW12A8C13E195,266932,b'Donny Hathaway',ARTB5PP1187FB523B7,41.88415,b'Chicago IL',-87.63241,b'Donny Hathaway',0,283.21914,2,0.499,111.191,3,0.851,b'Little Girl (LP Version)',1971
120,SOSGJTX12AB0181F7C,514801,b'Canciones De Amor De Miguel Gallardo',ARXFQDY1187B9AAF1E,,b'',,b'Miguel Gallardo',0,238.68036,5,0.458,125.508,4,0.462,b'Eternamente Amame',0
121,SOBQBWP12AB018611B,421962,b'Irfan_ le h\xc3\xa9ros',ARVEJ9M1187FB4DC44,,b'',,b'Les Ogres De Barback',0,254.06649,4,0.446,137.888,1,0,b'Niev nietch nievitch',1999
122,SODULLV12AB017FA09,502384,b'What up Detroit',ARTHEAP122BCFCD0B2,,b'',,b'DJ X-Change featuring DJ Joey A',0,184.31955,6,0,150.012,4,0,b'Come Over',0
123,SOYAGJM12A8C13DCCE,254792,b'Peterbilt Angel',ARQESNI1187FB511EE,38.8991,b'Washington DC',-77.029,b'Morel',0,311.40526,10,0.685,108.367,4,0.36,b'Blue Taxi',0
124,SORXUZZ12A8AE4798A,138320,b'Homemade Ice-Cream',ARCZ20M1187FB49687,32.77942,b'Goodwill LA',-91.56123,b'Tony Joe White',0,162.53342,2,0.243,173.482,4,0.804,b'I Want Love (Tween You & Me) (Album Version)',0
125,SOCHXAE12AF72A25D6,722546,b'White Feather',ARDF8K01187FB37200,,b'Sydney Australia',,b'Wolfmother',0,212.37506,4,0.372,110.745,4,1,b'White Feather',2009
126,SOCRHCQ12A58A7C8C6,46647,b'Can We Go Home Now',AR11NP91187B9901B4,,b'New York City',,b'The Roches',0,338.33751,2,0.626,130.027,4,0.509,b'Christlike Roche',1995
